-5.324056508836919610e-01,1.759199999999999875e+01
-6.836829358886499231e-01,9.130200000000000315e+00
9.319761308341173445e-02,1.366200000000000081e+01
-3.004246357086783892e-01,1.185399999999999920e+01
-5.974205966885357544e-01,6.823299999999999699e+00
5.794979787878812988e-02,1.188599999999999923e+01
-1.775118416421499479e-01,4.348300000000000054e+00
1.086526241716586211e-01,1.200000000000000000e+01
-4.347143959208404351e-01,6.598700000000000010e+00
-8.065697551466267656e-01,3.816600000000000215e+00
-6.361490362390838094e-01,3.252200000000000202e+00
1.559579455059699304e+00,1.550500000000000078e+01
-6.300969058465434314e-01,3.155100000000000016e+00
6.457337405946562969e-02,7.225799999999999557e+00
-6.543314022252567641e-01,7.161800000000000388e-01
-7.222035769707846331e-01,3.512900000000000134e+00
-4.660919646512644565e-01,5.304800000000000182e+00
-7.869587746901117731e-01,5.607699999999999907e-01
-4.494161375610888909e-01,3.651800000000000157e+00
-2.828656651277456358e-01,5.389300000000000423e+00
-5.118855521278683485e-01,3.138599999999999834e+00
3.145601265225003829e+00,2.176699999999999946e+01
-6.934494639040799102e-01,4.262999999999999901e+00
-4.763000644120728988e-01,5.187500000000000000e+00
-6.740203071074267749e-01,3.082500000000000018e+00
2.801435051915304175e+00,2.263800000000000168e+01
1.212556012809314909e+00,1.350099999999999945e+01
7.265673448074669860e-01,7.046700000000000408e+00
1.302948346569145599e+00,1.469200000000000017e+01
3.647694314528890924e+00,2.414699999999999847e+01
-7.551915838314126050e-01,-1.219999999999999973e+00
-4.079083934955113344e-01,5.996599999999999930e+00
2.827098162764363765e-01,1.213400000000000034e+01
-5.891086579519996258e-01,1.849499999999999922e+00
1.332507678700984091e-02,6.542600000000000193e+00
-5.880696656099303893e-02,4.562299999999999578e+00
-1.659790266452024557e-02,4.116399999999999615e+00
-6.632667363670330385e-01,3.392799999999999816e+00
1.214633997493449025e+00,1.011700000000000088e+01
-4.692089416774656296e-01,5.497399999999999842e+00
-7.150605046190738889e-01,5.565700000000000092e-01
-3.317762296305505343e-01,3.911500000000000199e+00
9.216381570305496318e-01,5.385399999999999743e+00
-6.197849068515283166e-01,2.440599999999999881e+00
-8.704158345666422603e-02,6.731799999999999784e+00
-2.770732828207220777e-01,1.046300000000000008e+00
-8.025176850125653738e-01,5.133700000000000152e+00
-6.125898848827141530e-01,1.844000000000000083e+00
9.195601723464154054e-01,8.004300000000000637e+00
-6.800724374999671529e-01,1.017900000000000027e+00
-1.609399137861810825e-01,6.750399999999999956e+00
-7.408275147023360985e-01,1.839599999999999902e+00
-1.911486161317796084e-01,4.288499999999999979e+00
-1.446017592071769664e-01,4.998099999999999987e+00
-4.745597522391107326e-01,1.423300000000000010e+00
-4.677803272071233143e-01,-1.421100000000000030e+00
-4.897809900503923841e-01,2.475600000000000023e+00
-6.545911503107733065e-01,4.604199999999999626e+00
2.988141975784749937e-01,3.962400000000000144e+00
3.360620730415775914e-01,5.414100000000000357e+00
1.728883257199523293e-01,5.169400000000000439e+00
-7.741791688826874518e-01,-7.427899999999999503e-01
3.407687083511409476e+00,1.792899999999999849e+01
1.752832030684164710e+00,1.205400000000000027e+01
2.805071525112538655e+00,1.705399999999999849e+01
-2.445787973225758971e-01,4.885200000000000209e+00
3.514391597041714721e-02,5.744200000000000195e+00
5.392889751498867179e-01,7.775400000000000311e+00
-6.910338067087742342e-01,1.017300000000000093e+00
3.164043379296693992e+00,2.099200000000000088e+01
5.133141665982109414e-01,6.679899999999999949e+00
-2.143700949769773711e-01,4.025900000000000034e+00
-5.593934769688828634e-01,1.278399999999999981e+00
-2.425787370640969387e-01,3.341099999999999959e+00
-8.137647771154407073e-01,-2.680699999999999861e+00
-4.186879390444566695e-01,2.967799999999999883e-01
-1.613555107230078278e-01,3.884500000000000064e+00
-8.112711954944799020e-01,5.701399999999999579e+00
5.491594023995231000e-01,6.752600000000000158e+00
-7.927771318056868743e-01,2.057599999999999874e+00
-6.313436966570239450e-01,4.795300000000000118e-01
-7.718154613044849732e-01,2.042100000000000026e-01
-4.686115210807770826e-01,6.786100000000000465e-01
4.179086947879073199e-01,7.543499999999999872e+00
-4.269998777809927981e-01,5.343600000000000350e+00
9.283396576368865838e-02,4.241500000000000270e+00
2.650469464612966730e-01,6.798099999999999810e+00
-5.604844189280532296e-01,9.269500000000000517e-01
-6.855790969129221812e-01,1.519999999999999962e-01
-8.053229643361462520e-01,2.821400000000000130e+00
-6.369282804956341026e-01,1.845099999999999962e+00
-1.359001983423659132e-01,4.295899999999999608e+00
-5.945893425564030554e-01,7.202899999999999636e+00
-7.414249352990246456e-01,1.986900000000000110e+00
3.470234422503876842e-02,1.445400000000000018e-01
1.359573429211798246e+00,9.055099999999999483e+00
-7.072680620535714002e-01,6.170499999999999874e-01
